2385:3234,302,3730,699,2121,76,866,704,4828,29
2392:2703,25120,17,302,654,76,616,58,8,866
2393:1023,559,9617,302,1382,931,84,94,1190,736
2394:18867,5465,866,508,402,301,94,32,1109,3250
2395:1140,301,1476,1239,3234,101,2618,3,4174,76
2399:94,1790,7585,1382,1023,358,62962,138,749,76
2405:356,15,1196,1410,559,967,6024,2917,58,518
2407:1649,18287,3568,890,4743,1730,10039,1558,546,1382
2408:239,58419,3,726,2868,395,837,1567,2361,5025
2419:17224,44167,36009,13874,10493,94097,398,568,2447,11132
2429:354,278,13468,9482,9890,28379,18820,657,40846,41383
2447:861,289,591,101,358,554,866,449,3,29
2452:2282,12832,24481,10127,1913,2848,2265,22856,19626,35268
2453:71417,29657,23740,302,429,925,596,1551,1499,193
2454:3864,1206,12990,6434,5624,1923,19596,8225,24581,16519
2456:29,3234,3730,866,17,138,239,301,224,6
2461:1410,1382,9525,1548,18505,8868,13150,3304,10066,6091
2464:12883,967,239,1762,1187,749,1119,1476,495,48
2465:119,559,239,3234,94,1476,508,891,866,1475
2469:559,354,1089,94,61,1187,1126,84,1511,103
2489:2632,24196,168,463,51061,719,17,7838,7225,760
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,50804,13523,73474,27738,15250,9250,58941,103105,7083
2500:65,11626,709,2480,29,239,8,273,84,891
2501:162,7620,12266,131,6691,46762,1119,947,1539,931
2505:8105,616,58,29,289,554,495,394,76,1239
2510:40898,30139,1164,23902,3650,9877,16829,82722,1460,45322
2515:116,776,12361,12223,37186,302,3234,1476,495,72415
2518:3928,5097,4880,1164,890,3568,4743,5670,21696,2008
2520:5312,22121,8546,1039,654,84,999,616,394,1511
2521:454,398,3753,449,837,518,239,1462,84,301
2524:302,3234,1476,294,866,17,654,138,70,239
2536:967,559,8683,1023,483,32,1476,554,394,354
2541:29,239,861,554,101,94,1804,58,8,483
2547:2338,2944,1245,14750,76,29,84,2917,5634,3588
2553:18939,441,822,29263,58034,73782,47013,80047,9134,5567
2558:859,13194,9247,12254,74498,1296,11626,18867,6849,1758
2560:645,301,29,787,616,239,84,483,76,999
2563:15453,19984,8276,861,101,15,289,58,103,162
2573:7178,749,8868,14129,239,861,29,1140,84,1550
2591:45,5575,1393,6445,29,5922,394,190,84,564
2596:366,813,699,17,44,1342,616,654,493,578
2597:28926,3423,17,780,2241,1884,76,3137,986,5767
2601:14259,1589,2433,8759,3730,3001,37249,37012,7468,17486
2604:367,14841,45095,37042,26342,12332,23528,2512,28926,2967
2611:9617,931,1382,131,239,84,654,508,8,518
2612:103,268,483,813,690,1822,289,861,101,279
2615:289,239,101,554,861,94,2030,564,736,301
2625:774,1827,2714,2403,3207,654,7806,226,84,7630
2626:2897,116,699,289,239,162,1239,101,554,1476
2634:10046,422,83929,71850,20517,9278,8213,18477,1832,813
2636:239,29,1511,4542,866,70,138,736,3234,776
2639:508,94,302,1551,17,654,616,70,1449,84
2650:90235,33609,23102,14600,97607,64536,38794,25716,17,10451
2661:239,4268,2121,4919,8020,3329,11633,1099,1405,2597
2663:931,2583,431,908,1099,646,48,17,354,2162
2666:3250,1550,29,239,302,726,1196,650,690,542
2676:1567,24698,1168,10279,179,8213,1102,4174,6759,4113
2689:74776,94,1200,4005,162,1876,4541,1382,1511,891
2693:790,3419,118736,24141,11796,122548,302,654,76,616
2708:116,22606,302,77960,19988,58,38515,4833,7343,29
2709:65,1389,238,119,131,402,179,2626,302,654
2713:13615,699,1951,185,999,1109,813,17,8,616
2715:2259,760,9874,1400,2153,14754,72,7180,9783,2833
2716:4238,16542,76547,13400,1460,99299,3789,5381,56430,3137
2727:7909,20913,239,495,3234,3841,1023,29,1476,354
2730:10520,5871,1023,656,710,5117,58,9197,29,25241
2731:18127,12710,239,394,1462,101,3234,48,1476,554
2734:564,10749,5022,76,1069,4017,40,2414,20090,6249
2735:12990,7831,1206,7859,378,3328,7880,4966,11725,20806
2737:42701,17,36349,654,302,1550,58,616,70,5604
2745:546,402,254,4697,7910,1462,4194,70,780,81
2746:25368,40142,38773,67880,16151,37647,4158,13137,13987,5595
2748:5287,1003,113729,17,1184,6605,302,6901,654,8732
2756:1550,239,3017,925,394,84,285,120,182,301
2760:289,239,861,15,101,3234,162,29,1239,138
2776:8178,4005,17,302,654,76,616,58,8,866
2799:10163,8928,6315,3618,16465,46108,1340,24564,44318,1145
2802:239,654,302,84,616,866,29,76,8,354
2803:2595,11718,88529,2074,14237,670,97817,33572,94755,347
2804:508,1614,1508,3588,7984,29,866,138,354,84
2805:3191,58,79592,23495,4707,37533,53520,65176,4348,20237
2812:22606,354,138,289,101,508,861,61,554,94
2815:12136,30976,27295,3438,8252,9326,1682,3191,25253,6411
2827:94,366,62155,699,14202,1764,5017,273,8118,15540
2831:138,239,591,84,29,354,866,736,301,224
2846:190,7655,16056,387,101,944,32,554,76,1119
2848:1217,521,29,289,859,162,32,554,1476,76
2853:18850,34823,86461,5738,68624,83814,3081,1081,1867,5550
2854:104226,14370,1119,6945,496,239,302,84,654,70
2857:57431,1133,4797,12993,7193,32426,107521,112946,2944,769
2858:354,29,289,101,239,1239,162,1476,3234,554
2861:46215,35965,19736,4049,5975,4478,28631,24275,12562,10180
2871:189,3864,5827,5450,4966,31709,11780,7457,2686,26704
2907:1109,654,116,239,302,3234,1476,931,866,301
2912:1435,5545,226,26821,7793,1069,1551,96699,2021,11563
2914:1102,591,1239,1550,510,1212,542,650,1039,342
2924:15992,2028,710,12254,4696,931,1460,8066,81,1072
2925:15337,12165,16669,7014,79576,106900,57293,41508,7851,69237
2947:90863,2741,577,66050,5875,46125,108276,101699,66993,116261
2951:12712,7803,51550,2745,99399,1184,3,11919,966,58
2959:944,7869,53495,97301,109367,263,22,78171,3842,15755
2960:65,1187,899,496,354,931,402,48,8151,8579
2963:1089,361,358,1960,4210,866,1776,1091,902,518
2965:39796,57868,57034,46210,106585,29174,17317,92012,2512,86872
2967:2268,1287,46215,5150,6992,353,3643,5122,2200,431
2970:616,591,5575,302,654,58,76,4181,813,650
2977:3915,59612,2433,14685,378,4737,3039,17,8,34752
2981:1455,1217,289,239,861,1239,29,1476,554,101
2989:709,1196,48,8,1960,1187,2024,4328,29,354
2990:29000,21482,2052,22420,68489,57558,19943,94932,86803,866
3002:1247,22420,17,302,654,76,616,58,8,866
3004:9783,2153,72,3211,2632,4792,877,463,13194,76
3011:11851,20589,2807,120511,44919,64626,60955,117218,17349,55993
3013:2880,2068,7831,4755,3107,364,5450,402,2464,226
3037:42168,13341,17,302,654,76,616,58,8,866
3038:50306,247,37869,69606,16016,31651,87785,7397,75597,1396
3044:239,354,58,289,131,101,866,84,2369,654
3070:3095,654,12388,616,58,12223,866,650,40,84
3081:26821,28651,54538,3855,30221,73489,40757,42534,84077,4542
3100:239,101,554,2326,3730,398,866,4996,4542,736
3102:2153,14754,7711,1400,574,760,1124,135,3927,5488
3105:861,4904,508,518,238,138,101,301,486,564
3107:6849,18867,28943,31762,521,1023,3789,7228,2379,780
3110:378,58,873,101,289,17,302,1109,8,654
3111:58,101,4174,7917,10640,1804,1681,9180,182,49428
3113:13832,394,225,84,224,675,398,696,1876,409
3121:1535,116,709,3234,554,861,1762,101,239,1476
3125:749,356,45,2618,449,813,4542,866,76,8
3126:891,356,17,302,654,76,616,58,8,866
3129:559,8276,518,3234,1140,1089,2687,866,2947,2030
3139:254,9739,17,302,654,70,84,1102,361,650
3144:709,7180,1164,2153,5480,76,2024,760,5738,616
3152:10217,11,236,813,787,114,616,429,633,8
3166:1023,17,302,654,76,616,58,8,866,84
3167:43490,2068,1790,226,1551,76,96,42089,26131,4697
3169:6292,36134,559,47872,931,12967,1550,48233,116834,70407
3170:1382,13838,94,17,28,76,302,84,986,8
3172:7769,21645,89633,76,51977,736,138,84,1332,29
3176:5344,5367,14498,239,1476,726,495,780,1109,650
3183:709,18867,2618,29,616,866,84,2024,650,654
3184:8935,5145,53060,14452,108727,111704,1131,1902,8483,13312
